"price"
0.0229999999999999
0.0940000000000001
0.164
0.032
-0.00499999999999989
0.0459999999999998
0.108
-0.0630000000000002
0.153
0.304
-0.024
0.105
-0.101
0.343
0.146
0.268
0.407
0.283999999999999
-0.466
-0.258
-0.274
-0.928
-0.334
-0.44
0.0959999999999999
-0.151
0.0760000000000001
-0.0469999999999999
0.378
0.116
0.0429999999999999
-0.05
0.0130000000000001
0.182
0.028
0.0840000000000001
-0.178
0.145
0.133
0.136
-0.285
-0.046
0.0999999999999999
-0.0830000000000002
0.229
0.0140000000000002
0.0379999999999998
0.237
0.214
0.256
0.163
0.207
-0.234
-0.138
0.165
-0.048
-0.269
0.184
-0.0270000000000001
-0.0840000000000001
