"price"
0.0800000000000001
0.0999999999999999
0.0900000000000001
0.026
-0.00500000000000012
0.131
0.0720000000000001
-0.0580000000000003
0.162
0.307
-0.00699999999999967
0.149
-0.125
0.283
0.272
0.117
0.452
0.243
-0.455
-0.285
-0.299
-0.766
-0.389
-0.382
0.123
-0.166
0.0650000000000002
-0.0370000000000001
0.337
0.0790000000000002
0.0779999999999999
-0.02
0.032
0.16
0.0189999999999999
0.125
-0.215
0.126
0.142
0.103
-0.259
-0.0309999999999997
0.0629999999999997
-0.0719999999999998
0.273
-0.028
0.077
0.258
0.177
0.205
0.17
0.165
-0.214
-0.113
0.15
-0.0179999999999998
-0.287
0.259
-0.028
-0.0950000000000002
